fnl,hpw,relation,gain,country,job,edu_int,years,loss,work_type,partner,edu,gender,race,prod,gtype,money
207489,50.0,NotF,0,Germany,Sales,13,55,0,SelfInc,D,B,F,White,67,DC,<=50K
216453,45.0,NotM,0,United-States,Exec-managerial,11,49,0,FGov,D,AV,F,Black,37,DC,<=50K
170525,40.0,NotF,14344,United-States,Prof-specialty,13,43,0,Priv,D,B,F,White,28735,DC,>50K
207246,75.0,NotM,0,United-States,Exec-managerial,10,50,0,SelfInc,S,SC,F,White,67,DC,<=50K
171807,56.0,NotM,0,United-States,Other-service,13,48,0,Priv,D,B,F,White,72,DC,>50K
252752,40.0,W,0,United-States,Prof-specialty,13,30,0,Priv,MCS,B,F,White,57,DC,<=50K
120126,45.0,H,0,United-States,Exec-managerial,13,27,1887,SelfInc,MCS,B,M,White,52,AC,>50K
365739,40.0,H,0,United-States,Craft-repair,9,39,0,Priv,MCS,HSG,M,White,42,AC,>50K
269991,40.0,OwnC,0,Puerto-Rico,Other-service,9,19,0,Priv,NM,HSG,M,White,67,AC,<=50K
228372,,H,0,United-States,?,10,49,0,?,MCS,SC,M,White,102,AC,>50K
181773,40.0,OwnC,0,United-States,Transport-moving,189,22,0,Priv,NM,HSG,M,Black,77,AC,<=50K
153841,40.0,OwnC,0,United-States,Adm-clerical,10,25,0,Priv,NM,SC,,White,47,DC,<=50K
330301,40.0,NotM,0,United-States,?,4,34,0,?,S,7-8,F,Black,12,DC,<=50K
32220,60.0,NotF,0,United-States,Exec-managerial,12,35,0,Priv,NM,AA,F,White,72,DC,<=50K
109186,50.0,H,0,Germany,Sales,10,26,0,Priv,MCS,SC,M,White,67,AC,<=50K
236318,32.0,H,0,United-States,Sales,10,32,0,Priv,MCS,SC,M,White,47,AC,<=50K
328923,38.0,Other,0,United-States,Adm-clerical,9,28,0,Priv,NM,HSG,F,White,17,DC,<=50K
307468,29.0,H,0,United-States,Prof-specialty,15,44,0,Priv,MCS,PS,M,White,62,AC,>50K
170850,40.0,NotF,0,?,Machine-op-inspct,13,46,1590,Priv,D,B,M,White,57,AC,<=50K
316589,40.0,H,0,United-States,Exec-managerial,13,32,0,Priv,MCS,B,M,White,62,AC,>50K
102470,40.0,H,0,United-States,Craft-repair,9,64,0,Priv,MCS,HSG,M,White,62,AC,<=50K
125165,,OwnC,0,United-States,Adm-clerical,10,20,0,SGov,NM,SC,F,White,47,DC,<=50K
155151,50.0,H,0,United-States,Sales,10,33,1740,SelfNotInc,MCS,SC,M,White,72,AC,<=50K
180296,40.0,NotM,0,United-States,Adm-clerical,10,32,0,Priv,D,SC,F,White,72,DC,<=50K
82393,56.0,H,0,United-States,Prof-specialty,13,32,0,FGov,MCS,B,M,Asian-Pac-Islander,62,AC,>50K
119545,,OwnC,7688,United-States,Exec-managerial,10,28,0,Priv,MCS,SC,,White,15428,AC,>50K
91911,48.0,NotM,0,United-States,Craft-repair,9,53,0,Priv,D,HSG,F,Black,37,DC,<=50K
46028,,NotM,0,United-States,Other-service,12,35,0,Priv,D,AA,F,White,47,DC,<=50K
102766,40.0,OwnC,0,United-States,Craft-repair,10,21,0,Priv,D,SC,M,White,17,AC,<=50K
64048,44.0,OwnC,0,Portugal,Sales,5,43,0,SelfInc,NM,9,F,White,77,DC,<=50K
296982,40.0,NotM,0,United-States,Sales,10,42,0,Priv,D,SC,M,White,7,AC,<=50K
26911,66.0,NotF,0,United-States,Other-service,4,62,0,SelfNotInc,W,7-8,F,White,47,DC,<=50K
32732,15.0,NotF,0,United-States,Prof-specialty,13,23,0,Priv,NM,B,,White,72,AC,<=50K
411273,40.0,NotF,0,United-States,Machine-op-inspct,6,49,0,Priv,D,10,M,Black,17,AC,<=50K
124137,35.0,H,0,Greece,Prof-specialty,15,55,2415,SelfInc,MCS,PS,M,White,67,AC,>50K
103575,37.0,H,0,United-States,Craft-repair,9,61,0,Priv,MCS,HSG,M,White,77,AC,<=50K
113198,28.0,H,0,United-States,Adm-clerical,12,34,0,Priv,MCS,AA,M,White,62,AC,<=50K
215190,20.0,OwnC,0,United-States,Sales,8,18,0,Priv,NM,12,F,White,62,DC,<=50K
120243,10.0,OwnC,0,United-States,Other-service,7,18,0,Priv,NM,11,M,White,37,AC,<=50K
270842,40.0,NotF,0,United-States,Other-service,10,45,0,Priv,D,SC,,White,37,DC,<=50K
857532,40.0,OwnC,0,United-States,Protective-serv,8,33,0,Priv,NM,12,M,Black,92,AC,<=50K
166459,40.0,H,0,United-States,Exec-managerial,11,51,0,SelfInc,MCS,AV,M,White,72,AC,<=50K
118023,13.0,NotF,0,United-States,Sales,15,48,0,Priv,D,PS,M,White,27,AC,<=50K
28929,24.0,NotF,0,United-States,?,7,72,0,?,W,11,F,White,32,DC,<=50K
350254,40.0,NotF,0,Mexico,Priv-house-serv,2,28,0,Priv,NM,1-4,,White,77,DC,<=50K
119153,50.0,H,0,United-States,Transport-moving,7,34,0,Priv,MCS,11,M,White,87,AC,<=50K
37869,40.0,H,0,United-States,Craft-repair,10,42,0,Priv,MCS,SC,M,White,77,AC,<=50K
273876,65.0,NotF,0,United-States,Sales,13,25,0,Priv,NM,B,M,White,42,AC,<=50K
24982,40.0,H,7688,United-States,Craft-repair,10,42,0,Priv,MCS,SC,M,White,15428,AC,>50K
110458,40.0,NotF,0,United-States,Prof-specialty,13,51,0,Priv,S,B,M,White,67,AC,<=50K
78247,40.0,H,0,United-States,Exec-managerial,10,38,0,Priv,MCS,SC,M,White,52,AC,<=50K
192835,,H,0,United-States,Adm-clerical,9,47,0,Priv,MCS,HSG,M,White,62,AC,>50K
122038,48.0,H,0,United-States,Craft-repair,9,27,0,Priv,MCS,HSG,M,White,27,AC,<=50K
165310,,Other,0,United-States,Machine-op-inspct,9,19,0,Priv,MCS,HSG,M,White,27,AC,<=50K
49401,24.0,NotF,0,United-States,Other-service,141,67,0,Priv,D,AV,F,White,72,DC,<=50K
83196,50.0,H,0,United-States,Exec-managerial,9,56,0,Priv,MCS,HSG,M,White,57,AC,<=50K
341835,45.0,NotF,0,United-States,Exec-managerial,9,40,0,Priv,NM,HSG,F,White,72,DC,<=50K
72896,43.0,H,0,United-States,Machine-op-inspct,5,46,0,Priv,MCS,9,M,White,67,AC,<=50K
279129,37.0,NotF,0,United-States,Prof-specialty,10,52,0,Priv,NM,SC,M,White,57,AC,>50K
148644,40.0,OwnC,0,United-States,Adm-clerical,9,19,0,Priv,NM,HSG,F,White,32,DC,<=50K
161141,,H,0,United-States,Prof-specialty,12,36,0,Priv,MCS,AA,M,White,42,AC,<=50K
123011,,H,0,United-States,Exec-managerial,10,52,0,Priv,MCS,SC,M,White,42,AC,>50K
411950,40.0,H,0,United-States,Other-service,10,27,0,SelfNotInc,MCS,SC,M,White,92,AC,<=50K
193920,45.0,NotF,0,?,Priv-house-serv,14,24,0,Priv,NM,M,F,White,62,DC,<=50K
186808,40.0,NotM,0,United-States,Sales,9,37,0,Priv,NM,HSG,M,White,122,AC,<=50K
201635,50.0,NotF,0,United-States,Exec-managerial,13,25,0,Priv,NM,B,F,White,32,DC,<=50K
137476,35.0,W,0,United-States,Prof-specialty,13,29,0,Priv,MCS,B,F,White,42,DC,>50K
223433,40.0,NotF,0,United-States,Machine-op-inspct,9,38,0,Priv,NM,HSG,M,White,67,AC,<=50K
160062,25.0,H,0,United-States,Farming-fishing,9,60,0,SelfInc,MCS,HSG,M,White,62,AC,<=50K
89735,40.0,H,0,United-States,Prof-specialty,11,30,0,Priv,MCS,AV,M,White,72,AC,>50K
79303,,H,0,United-States,Farming-fishing,11,30,0,SelfNotInc,MCS,AV,M,White,57,AC,<=50K
47902,45.0,H,0,United-States,Prof-specialty,13,41,0,LGov,MCS,B,M,White,77,AC,>50K
131714,25.0,NotF,0,United-States,Machine-op-inspct,6,29,0,Priv,D,10,F,Black,52,DC,<=50K
243190,20.0,OwnC,0,China,?,10,23,0,?,NM,SC,M,Asian-Pac-Islander,77,AC,<=50K
163110,45.0,H,0,United-States,Craft-repair,13,34,0,Priv,MCS,B,M,White,57,AC,>50K
139212,40.0,NotF,0,United-States,Craft-repair,10,48,0,SelfNotInc,D,SC,M,White,57,AC,<=50K
280500,40.0,OwnC,0,United-States,Tech-support,10,37,0,Priv,NM,SC,F,Black,67,DC,<=50K
208726,45.0,NotM,0,United-States,Exec-managerial,10,42,0,Priv,D,SC,F,White,17,DC,<=50K
199378,40.0,H,0,United-States,Craft-repair,9,60,0,Priv,MCS,HSG,M,White,62,AC,<=50K
75065,60.0,H,0,Vietnam,Exec-managerial,8,44,0,SelfNotInc,MCS,12,M,Asian-Pac-Islander,17,AC,<=50K
393264,40.0,NotF,0,United-States,Prof-specialty,13,29,0,Priv,NM,B,M,White,22,AC,<=50K
147032,8.0,W,0,Philippines,Other-service,9,49,0,Priv,MCS,HSG,,Asian-Pac-Islander,87,DC,<=50K
327573,40.0,H,0,United-States,Craft-repair,11,40,0,Priv,MCS,AV,M,White,32,AC,<=50K
216965,40.0,H,0,United-States,Protective-serv,10,28,0,LGov,MCS,SC,M,White,67,AC,<=50K
256191,25.0,OwnC,0,United-States,?,189,18,0,?,NM,HSG,F,Black,62,DC,<=50K
75024,40.0,NotF,0,United-States,?,4,38,0,?,D,7-8,F,White,67,DC,<=50K
216390,40.0,W,2653,United-States,Machine-op-inspct,5,70,0,Priv,MCS,9,F,White,5333,DC,<=50K
159449,40.0,H,5178,United-States,Exec-managerial,13,42,0,Priv,MCS,B,M,White,10378,AC,>50K
132686,50.0,OwnC,0,Italy,Prof-specialty,15,29,0,SelfNotInc,NM,PS,M,White,17,AC,>50K
185480,40.0,W,0,?,Adm-clerical,9,31,0,Priv,MCS,HSG,F,White,32,DC,>50K
172281,40.0,NotF,0,United-States,Tech-support,204,54,0,Priv,D,M,M,White,57,AC,>50K
53903,40.0,H,0,United-States,Craft-repair,10,25,0,Priv,MCS,SC,M,White,72,AC,<=50K
94342,45.0,NotF,0,United-States,Exec-managerial,13,48,0,FGov,D,B,M,White,57,AC,<=50K
85384,40.0,H,0,United-States,Craft-repair,10,48,0,SGov,MCS,SC,M,White,57,AC,>50K
77219,37.0,H,0,United-States,Craft-repair,109,70,0,Priv,MCS,HSG,M,White,62,AC,<=50K
238802,50.0,H,0,United-States,Farming-fishing,9,35,0,SelfNotInc,MCS,HSG,M,White,32,AC,<=50K
190525,46.0,H,0,United-States,Exec-managerial,13,28,0,Priv,MCS,B,M,White,107,AC,>50K
215647,,NotF,0,United-States,Prof-specialty,9,51,0,Priv,D,HSG,F,White,47,DC,<=50K
120837,66.0,H,0,United-States,Exec-managerial,9,44,0,SelfNotInc,MCS,HSG,M,White,27,AC,<=50K
32950,37.0,H,0,United-States,Sales,10,22,1902,FGov,MCS,SC,M,White,52,AC,<=50K
182866,40.0,OwnC,0,United-States,Handlers-cleaners,9,25,0,Priv,NM,HSG,M,White,37,AC,<=50K
363130,18.0,NotM,0,United-States,Other-service,9,31,0,Priv,NM,HSG,,Black,92,AC,<=50K
499935,40.0,NotM,0,United-States,?,11,29,0,?,NM,AV,F,White,97,DC,<=50K
22245,60.0,H,0,United-States,Exec-managerial,9,38,0,Priv,MCS,HSG,M,White,47,AC,>50K
271243,40.0,NotM,0,Jamaica,Adm-clerical,10,27,0,SGov,D,SC,M,Black,57,AC,<=50K
331776,40.0,H,0,United-States,Machine-op-inspct,149,46,0,Priv,MCS,HSG,M,White,42,AC,<=50K
305597,40.0,H,0,United-States,Craft-repair,9,39,0,Priv,MCS,HSG,M,White,57,AC,>50K
185832,46.0,H,0,United-States,Adm-clerical,13,44,0,SGov,MCS,B,M,White,52,AC,>50K
22966,,NotM,0,United-States,Tech-support,10,22,0,SGov,MSA,SC,M,White,37,AC,<=50K
152004,20.0,OwnC,0,United-States,Other-service,7,18,0,Priv,NM,11,,Black,72,AC,<=50K
200973,,OwnC,0,United-States,Adm-clerical,9,23,0,Priv,NM,HSG,F,White,62,DC,<=50K
132805,40.0,Other,0,United-States,Sales,6,27,1980,Priv,NM,10,M,White,82,AC,<=50K
362309,35.0,OwnC,0,United-States,Other-service,10,22,0,Priv,NM,SC,M,White,62,AC,<=50K
74500,,H,0,United-States,Sales,13,29,0,Priv,MCS,B,M,White,47,AC,>50K
33117,50.0,NotF,0,United-States,Exec-managerial,9,31,0,Priv,D,HSG,,White,62,AC,<=50K
161153,55.0,H,0,United-States,Farming-fishing,9,32,1902,SelfInc,MCS,HSG,M,White,102,AC,>50K
170800,20.0,OwnC,0,United-States,Other-service,10,19,0,Priv,NM,SC,M,White,77,AC,<=50K
348986,40.0,Other,0,United-States,Handlers-cleaners,159,25,0,LGov,NM,HSG,M,Black,57,AC,<=50K
175465,14.0,OwnC,0,United-States,Other-service,6,17,0,Priv,NM,10,F,White,72,DC,<=50K
96635,60.0,NotF,0,United-States,Exec-managerial,9,41,0,Priv,NM,HSG,M,Asian-Pac-Islander,42,AC,<=50K
206051,40.0,H,0,United-States,Adm-clerical,13,31,0,Priv,MCS,B,M,White,92,AC,>50K
117849,40.0,NotF,0,United-States,Other-service,10,48,0,SelfNotInc,NM,SC,M,White,47,AC,<=50K
207946,43.0,NotM,0,United-States,Prof-specialty,14,46,0,LGov,D,M,F,White,92,DC,<=50K
145409,40.0,H,0,United-States,Craft-repair,9,51,0,Priv,MCS,HSG,M,White,57,AC,<=50K
33811,99.0,NotF,0,United-States,?,13,30,0,?,NM,B,F,Asian-Pac-Islander,67,DC,<=50K
91857,41.0,H,0,United-States,Craft-repair,10,38,0,Priv,MCS,SC,M,White,27,AC,<=50K
245317,50.0,H,0,United-States,Transport-moving,9,43,0,Priv,MCS,HSG,M,White,22,AC,<=50K
235442,35.0,NotF,0,United-States,Other-service,10,20,0,Priv,NM,SC,M,White,67,AC,<=50K
149811,59.0,NotM,0,Canada,Adm-clerical,9,65,2206,Priv,D,HSG,F,White,47,DC,<=50K
305446,40.0,NotF,0,United-States,Exec-managerial,10,21,0,Priv,NM,SC,M,White,42,AC,<=50K
119793,40.0,H,0,United-States,Craft-repair,13,27,0,Priv,MCS,B,M,White,37,AC,<=50K
353010,10.0,NotF,0,United-States,Adm-clerical,13,24,0,Priv,NM,B,M,White,52,AC,<=50K
133917,40.0,Other,0,?,Sales,11,49,0,Priv,NM,AV,M,Black,47,AC,<=50K
87418,45.0,H,0,United-States,Exec-managerial,13,30,0,Priv,MCS,B,M,White,12,AC,>50K
237630,50.0,H,7298,United-States,Tech-support,9,51,0,Priv,MCS,HSG,M,White,14658,AC,>50K
188626,48.0,H,0,United-States,Craft-repair,9,26,0,Priv,MCS,HSG,M,White,82,AC,<=50K
90196,45.0,H,0,United-States,Exec-managerial,13,28,0,Priv,MCS,B,M,White,87,AC,>50K
308945,40.0,H,0,United-States,Craft-repair,9,35,0,LGov,MCS,HSG,M,White,82,AC,>50K
173192,40.0,NotF,0,United-States,Adm-clerical,11,37,0,FGov,S,AV,M,Black,37,AC,<=50K
275995,50.0,H,0,United-States,Tech-support,13,45,0,Priv,MCS,B,M,White,52,AC,>50K
124692,40.0,H,0,United-States,Exec-managerial,13,40,0,Priv,MCS,B,,White,67,AC,>50K
248834,50.0,W,0,United-States,Prof-specialty,13,53,0,LGov,MCS,B,,White,57,DC,>50K
187581,40.0,H,0,United-States,Protective-serv,11,45,0,SGov,MCS,AV,M,White,62,AC,<=50K
509500,45.0,NotF,4787,United-States,Tech-support,13,30,0,Priv,NM,B,,White,9591,DC,>50K
161964,55.0,H,0,United-States,Craft-repair,9,57,0,Priv,MCS,HSG,,White,42,AC,<=50K
215419,,NotM,0,United-States,Adm-clerical,10,35,0,LGov,D,SC,F,White,97,DC,<=50K
230268,40.0,H,0,United-States,Other-service,10,35,0,SelfNotInc,MCS,SC,M,White,42,AC,<=50K
178109,43.0,H,0,United-States,Protective-serv,9,32,0,LGov,MCS,HSG,M,White,22,AC,<=50K
156976,40.0,NotF,0,United-States,Other-service,11,26,0,Priv,S,AV,M,Black,32,AC,<=50K
110188,40.0,H,0,Vietnam,Prof-specialty,13,35,0,FGov,MCS,B,M,Asian-Pac-Islander,52,AC,<=50K
105252,40.0,H,0,United-States,Exec-managerial,14,67,0,Priv,MCS,M,M,White,67,AC,>50K
114459,50.0,H,0,United-States,Craft-repair,9,45,0,Priv,MCS,HSG,M,White,52,AC,>50K
338260,60.0,H,15024,United-States,Prof-specialty,15,51,0,SelfInc,MCS,PS,M,White,30100,AC,>50K
166124,40.0,H,0,United-States,Craft-repair,9,61,0,Priv,MCS,HSG,,White,92,AC,>50K
250051,10.0,OwnC,0,United-States,Prof-specialty,10,21,0,Priv,NM,SC,F,White,27,DC,<=50K
94461,,NotF,0,United-States,Machine-op-inspct,9,48,0,Priv,W,HSG,F,White,22,DC,<=50K
27142,40.0,H,0,United-States,Exec-managerial,10,25,0,FGov,MCS,SC,M,White,42,AC,>50K
236323,40.0,NotM,0,United-States,Craft-repair,9,42,0,Priv,D,HSG,F,White,62,DC,<=50K
109351,24.0,NotM,0,United-States,Priv-house-serv,5,65,0,Priv,W,9,F,Black,72,DC,<=50K
317434,40.0,H,0,United-States,Craft-repair,9,39,0,Priv,MCS,HSG,M,White,2,AC,<=50K
163057,99.0,NotF,0,United-States,Craft-repair,190,39,0,SelfInc,D,SC,M,White,67,AC,<=50K
198774,35.0,Other,0,United-States,Sales,13,49,0,Priv,D,B,F,White,7,DC,<=50K
39630,40.0,H,0,United-States,Prof-specialty,13,62,0,SGov,MCS,B,M,White,37,AC,<=50K
265266,40.0,H,0,Cuba,Prof-specialty,15,37,0,SelfNotInc,MCS,PS,M,White,77,AC,>50K
195821,40.0,NotM,0,United-States,Sales,9,42,0,Priv,S,HSG,F,White,37,DC,<=50K
117847,40.0,H,0,United-States,Adm-clerical,12,53,0,FGov,MCS,AA,M,White,22,AC,<=50K
116934,45.0,NotM,0,United-States,Sales,10,24,0,Priv,S,SC,F,White,37,DC,<=50K
123075,70.0,H,0,United-States,Protective-serv,9,46,0,SelfInc,MCS,HSG,M,White,57,AC,<=50K
138970,45.0,H,0,United-States,Exec-managerial,13,48,0,Priv,MCS,B,M,White,57,AC,>50K
188557,40.0,NotF,0,United-States,Machine-op-inspct,9,32,0,Priv,NM,HSG,M,White,37,AC,<=50K
329874,40.0,NotF,0,United-States,Adm-clerical,10,31,0,Priv,NM,SC,M,White,57,AC,<=50K
336969,28.0,H,0,El-Salvador,Prof-specialty,13,26,0,LGov,MCS,B,M,White,72,AC,<=50K
123598,48.0,H,0,United-States,Sales,10,46,0,Priv,MCS,SC,M,White,82,AC,>50K
208109,60.0,H,0,United-States,Transport-moving,9,39,0,SelfNotInc,MCS,HSG,M,White,77,AC,>50K
455361,,NotM,0,Mexico,Other-service,5,21,0,Priv,NM,9,,White,47,AC,<=50K
209642,45.0,H,0,United-States,Exec-managerial,9,52,0,SelfNotInc,MCS,HSG,M,White,52,AC,>50K
166744,20.0,NotM,0,United-States,Other-service,9,37,0,SGov,MSA,HSG,F,White,57,DC,<=50K
34019,20.0,OwnC,0,United-States,?,6,17,0,?,NM,10,M,White,67,AC,<=50K
74581,48.0,H,0,United-States,Craft-repair,9,43,0,Priv,MCS,HSG,M,White,37,AC,>50K
449101,30.0,OwnC,0,United-States,?,9,23,0,?,MCS,HSG,F,White,107,DC,<=50K
377931,48.0,H,0,United-States,Exec-managerial,10,21,2377,Priv,MCS,SC,M,White,32,AC,<=50K
187635,40.0,NotF,0,United-States,Exec-managerial,9,63,0,Priv,NM,HSG,,White,87,AC,<=50K
356882,20.0,OwnC,0,United-States,Prof-specialty,16,30,0,Priv,NM,D,M,White,42,AC,<=50K
176839,40.0,H,0,United-States,Machine-op-inspct,9,61,0,Priv,MCS,HSG,M,White,87,AC,<=50K
183678,16.0,H,0,United-States,Prof-specialty,15,71,0,Priv,MCS,PS,,White,57,AC,<=50K
170070,40.0,W,0,United-States,Exec-managerial,9,56,0,Priv,MCS,HSG,F,White,52,DC,>50K
160968,40.0,OwnC,0,United-States,Handlers-cleaners,10,21,0,Priv,NM,SC,M,White,37,AC,<=50K
278322,40.0,H,0,United-States,Craft-repair,9,49,0,Priv,MCS,HSG,M,White,37,AC,>50K
256609,40.0,H,0,Mexico,Machine-op-inspct,8,32,0,Priv,MCS,12,M,White,67,AC,<=50K
190885,40.0,NotF,0,Guatemala,Priv-house-serv,9,41,0,Priv,D,HSG,F,White,52,DC,<=50K
143266,,H,0,United-States,Exec-managerial,10,56,0,Priv,MCS,SC,M,White,52,AC,>50K
60331,40.0,NotF,0,United-States,Craft-repair,190,23,0,Priv,NM,SC,M,White,42,AC,<=50K
102771,50.0,H,0,United-States,Transport-moving,9,47,0,Priv,MCS,HSG,M,White,52,AC,<=50K
160784,40.0,H,0,United-States,Craft-repair,6,33,0,Priv,MCS,10,M,White,52,AC,<=50K
212495,40.0,OwnC,0,United-States,Exec-managerial,13,25,1340,Priv,NM,B,M,White,42,AC,<=50K
123088,50.0,H,0,United-States,Craft-repair,9,45,0,SelfNotInc,MCS,HSG,M,White,87,AC,<=50K
45599,40.0,NotF,0,United-States,Prof-specialty,129,51,0,Priv,D,HSG,M,White,77,AC,<=50K
416338,50.0,NotF,0,United-States,Sales,13,43,0,Priv,NM,B,M,White,52,AC,<=50K
206878,,Other,0,United-States,Sales,9,44,0,Priv,NM,HSG,F,White,47,DC,<=50K
93604,32.0,OwnC,0,United-States,Craft-repair,4,19,1602,Priv,NM,7-8,M,White,37,AC,<=50K
160033,,OwnC,0,United-States,Protective-serv,10,19,0,Priv,NM,SC,F,White,72,DC,<=50K
173704,40.0,H,0,United-States,Prof-specialty,14,42,0,Priv,MCS,M,M,White,87,AC,<=50K
231231,30.0,NotF,0,United-States,Sales,10,20,0,Priv,NM,SC,M,White,42,AC,<=50K
291808,40.0,NotF,0,United-States,Protective-serv,9,40,0,Priv,D,HSG,,Black,47,DC,<=50K
130926,,NotF,3674,United-States,Adm-clerical,13,36,0,Priv,D,B,F,White,7370,DC,<=50K
285865,32.0,NotM,0,United-States,Other-service,12,36,0,Priv,S,AA,F,Black,62,DC,<=50K
120724,,H,4386,United-States,Exec-managerial,14,45,0,Priv,MCS,M,M,White,8809,AC,<=50K
203697,,OwnC,0,United-States,Prof-specialty,13,29,0,Priv,MCS,B,M,White,107,AC,<=50K
386585,60.0,NotF,0,United-States,Tech-support,10,26,0,Priv,D,SC,M,White,37,AC,<=50K
320376,40.0,W,0,United-States,Machine-op-inspct,4,60,0,Priv,MCS,7-8,F,White,57,DC,<=50K
299831,40.0,NotM,0,United-States,Adm-clerical,10,50,880,FGov,D,SC,,White,92,DC,<=50K
236338,35.0,W,0,United-States,Sales,9,63,0,Priv,MCS,HSG,F,White,117,DC,<=50K
378114,,H,0,United-States,Craft-repair,9,19,0,Priv,MCS,HSG,M,White,42,AC,<=50K
111589,40.0,NotM,0,Jamaica,Other-service,6,34,0,Priv,NM,10,F,Black,42,DC,<=50K
230420,45.0,NotF,0,United-States,Machine-op-inspct,9,32,0,Priv,NM,HSG,M,White,47,AC,<=50K
125019,,NotF,8614,United-States,Prof-specialty,13,60,0,Priv,D,B,F,White,17290,DC,>50K
152909,45.0,H,0,United-States,Exec-managerial,13,35,1887,Priv,MCS,B,M,White,27,AC,>50K
150217,38.0,NotF,0,United-States,Sales,10,39,0,Priv,D,SC,F,White,52,DC,<=50K
118506,60.0,OwnC,0,United-States,Exec-managerial,13,47,0,SelfNotInc,MCS,B,M,White,42,AC,<=50K
99679,60.0,NotF,0,United-States,Exec-managerial,15,40,0,LGov,NM,PS,M,White,57,AC,>50K
178931,40.0,H,3818,United-States,?,9,65,0,?,MCS,HSG,M,Amer-Indian-Eskimo,7658,AC,<=50K
115176,65.0,H,0,United-States,Farming-fishing,9,62,0,SelfNotInc,MCS,HSG,M,White,67,AC,<=50K
195897,40.0,H,7298,United-States,Farming-fishing,9,43,0,FGov,MCS,HSG,M,White,14648,AC,>50K
169886,20.0,NotF,0,?,?,13,32,0,?,NM,B,F,White,57,DC,<=50K
252519,40.0,H,0,Haiti,Handlers-cleaners,13,43,0,Priv,MCS,B,M,Black,62,AC,>50K
237455,25.0,OwnC,0,United-States,Handlers-cleaners,9,19,0,Priv,NM,HSG,F,White,47,DC,<=50K
329408,40.0,NotF,0,United-States,Handlers-cleaners,7,24,0,Priv,NM,11,M,White,62,AC,<=50K
94962,40.0,H,0,England,Craft-repair,9,45,0,SelfNotInc,MCS,HSG,M,White,27,AC,<=50K
61708,50.0,H,6418,United-States,Adm-clerical,9,55,0,Priv,MCS,HSG,,White,12923,AC,>50K
216129,50.0,OwnC,0,United-States,Craft-repair,9,24,1408,Priv,NM,HSG,M,White,82,AC,<=50K
61270,40.0,H,0,United-States,Handlers-cleaners,9,51,0,Priv,MCS,HSG,M,White,97,AC,>50K
142022,,OwnC,0,United-States,Handlers-cleaners,10,24,0,Priv,NM,SC,M,White,62,AC,<=50K
109133,,H,0,United-States,Exec-managerial,14,38,0,SelfNotInc,MCS,M,M,White,42,AC,>50K
246207,,OwnC,0,United-States,Machine-op-inspct,13,24,0,Priv,NM,B,F,Black,57,DC,<=50K
149875,,NotF,0,United-States,Exec-managerial,13,25,0,Priv,W,B,F,White,47,DC,<=50K
243580,40.0,H,0,United-States,Prof-specialty,13,43,0,Priv,MCS,B,M,White,57,AC,>50K
157403,,H,0,United-States,Sales,9,65,0,SelfInc,MCS,HSG,M,White,82,AC,<=50K
402975,40.0,H,0,United-States,Exec-managerial,10,47,0,FGov,MCS,SC,M,Black,92,AC,<=50K
112820,40.0,NotF,2463,United-States,Handlers-cleaners,9,34,0,Priv,S,HSG,M,White,4948,AC,<=50K
209109,35.0,OwnC,0,United-States,Prof-specialty,14,27,0,LGov,NM,M,M,White,22,AC,<=50K
73392,30.0,OwnC,0,United-States,Handlers-cleaners,9,26,0,LGov,NM,HSG,M,Amer-Indian-Eskimo,37,AC,<=50K
198186,38.0,NotF,0,United-States,Other-service,9,54,0,SGov,NM,HSG,F,Black,72,DC,<=50K
210940,45.0,H,0,United-States,Sales,9,51,2002,Priv,MCS,HSG,,White,82,AC,<=50K
356772,40.0,NotM,0,United-States,?,9,21,0,?,NM,HSG,F,White,32,DC,<=50K
145114,40.0,NotF,0,United-States,Adm-clerical,9,51,0,Priv,D,HSG,F,White,72,DC,<=50K
52647,45.0,H,0,United-States,Exec-managerial,6,32,0,SelfNotInc,MCS,10,M,White,37,AC,<=50K
563883,60.0,H,0,United-States,Craft-repair,9,46,0,Priv,MCS,HSG,M,Black,62,AC,>50K
89477,14.0,NotF,0,United-States,Farming-fishing,10,69,0,SelfNotInc,W,SC,F,White,7,DC,<=50K
71701,,NotM,0,United-States,?,149,39,0,?,D,HSG,F,White,62,DC,<=50K
170850,60.0,H,4064,United-States,Handlers-cleaners,9,47,0,Priv,MCS,HSG,M,White,8165,AC,<=50K
436006,40.0,H,0,United-States,Adm-clerical,10,42,0,SGov,MCS,SC,M,Black,37,AC,<=50K
129775,65.0,H,0,United-States,Sales,13,31,0,Priv,MCS,B,M,White,52,AC,<=50K
63665,15.0,OwnC,0,United-States,Other-service,10,21,0,Priv,NM,SC,M,White,92,AC,<=50K
277444,50.0,H,0,United-States,Sales,13,25,0,Priv,MCS,B,,White,27,AC,<=50K
91836,,H,0,United-States,Craft-repair,6,42,0,Priv,MCS,10,M,White,62,AC,<=50K
277788,25.0,W,0,United-States,Sales,10,29,0,Priv,MCS,SC,F,White,2,DC,<=50K
566117,40.0,NotM,0,United-States,Adm-clerical,10,32,0,FGov,D,SC,F,White,97,DC,<=50K
119992,45.0,H,0,United-States,Craft-repair,12,35,0,Priv,MCS,AA,M,White,72,AC,<=50K
197865,40.0,NotF,0,United-States,Adm-clerical,10,67,0,Priv,D,SC,F,White,27,DC,<=50K
