residential_status,loan_rate,loan_amount,loan_purpose,job_tenure_years,credit_history_length_years,applicant_age,applicant_income,loan_rating,credit_history_default_status,loan_income_ratio,stability_rating,credit_history_length_months,loan_approval_status
Renter,7.51,1010763270.0000001,Study,10.0,4,25,49000,Excellent,No,0.2,C,53.0,Declined
Renter,7.49,15000.0,Personal,7.0,3,23,40000,Excellent,,0.38,C,40.0,Declined
Renter,,8000.0,Debt Consolidation,0.0,4,23,23148,Very Good,No,0.35,C,50.0,Declined
Mortgage,8.0,7400.0,Personal,6.0,13,47,37000,Excellent,No,0.2,B,,Approved
Renter,7.14,5000.0,Health,5.0,4,24,42996,Excellent,,0.12,C,,Approved
Mortgage,6.92,5000.0,Health,10.0,4,26,60000,Excellent,No,0.08,B,59.0,Approved
Renter,15.62,10000.0,Business,0.0,12,41,42600,Fair,Yes,0.23,C,145.0,Declined
Mortgage,10.62,5000.0,Debt Consolidation,2.0,10,31,50000,Very Good,No,0.1,B,122.0,Approved
Mortgage,5.42,5200.0,Home Improvement,8.0,5,32,48000,Excellent,No,0.11,B,68.0,Approved
Renter,14.09,5000.0,Health,5.0,10,32,39000,Fair,No,0.13,C,124.0,Declined
Mortgage,12.84,8500.0,Home Improvement,1.0,5,30,130000,Good,Yes,0.07,B,63.0,Approved
Mortgage,6.03,6075.0,Health,8.0,2,26,79200,Excellent,No,0.08,B,28.0,Approved
Mortgage,7.37,1950.0,Health,4.0,3,22,38000,Excellent,No,0.05,B,40.0,Approved
Mortgage,13.47,9000.0,Study,16.0,8,34,35100,Good,No,0.26,B,102.0,Approved
Renter,11.28,7500.0,Home Improvement,1.0,7,31,160000,Good,No,0.05,C,95.0,Approved
Renter,16.29,5400.0,Study,1.0,2,22,32000,Fair,Yes,0.17,C,27.0,Declined
Renter,6.91,2500.0,Personal,0.0,2,23,25000,Excellent,,0.1,C,30.0,Approved
Mortgage,11.89,9200.0,Home Improvement,2.0,4,24,45000,Very Good,No,0.2,B,57.0,Approved
Renter,9.63,6000.0,Business,5.0,3,21,16000,Very Good,No,0.38,C,40.0,Declined
Renter,18.25,20000.0,Debt Consolidation,7.0,10,28,56000,Very Poor,,0.36,C,129.0,Declined
Renter,14.09,6000.0,Study,13.0,7,29,33996,Fair,,0.18,C,90.0,Approved
Mortgage,13.67,6000.0,Personal,14.0,12,46,44782,Fair,,0.13,B,155.0,Approved
Mortgage,11.11,8000.0,Personal,6.0,4,24,97000,Very Good,No,0.08,B,52.0,Approved
Renter,6.62,8000.0,Study,2.0,4,23,65000,Excellent,No,0.12,C,,Approved
Mortgage,12.73,14000.0,Study,2.0,6,28,73008,Good,Yes,0.19,B,,Approved
Mortgage,10.0,18000.0,Debt Consolidation,2.0,7,31,68000,Very Good,No,0.26,B,95.0,Approved
Renter,7.14,13500.0,Personal,0.0,3,26,100000,Excellent,No,0.14,C,47.0,Approved
Renter,13.61,7200.0,Business,2.0,4,22,75000,Good,No,0.1,C,50.0,Approved
Mortgage,10.75,4000.0,Personal,1.0,2,25,55800,Very Good,No,0.07,B,31.0,Approved
Renter,6.91,2500.0,Health,0.0,8,28,46000,Excellent,No,0.05,C,99.0,Approved
Owner,6.76,1000.0,Business,13.0,8,29,60000,Excellent,No,0.02,A,104.0,Approved
Renter,15.99,7450.0,Health,9.0,10,27,62900,Fair,No,0.1,C,,Declined
Mortgage,12.84,10000.0,Study,3.0,5,28,100000,Good,Yes,0.1,B,62.0,Approved
Mortgage,14.46,25000.0,Study,0.0,8,33,186996,Fair,Yes,0.13,B,98.0,Approved
Mortgage,6.91,2500.0,Personal,4.0,3,22,41820,Excellent,No,0.06,B,38.0,Approved
Mortgage,6.99,6000.0,Health,9.0,3,25,90000,Excellent,No,0.07,B,41.0,Approved
Mortgage,7.29,20000.0,Health,2.0,3,24,86376,Excellent,No,0.23,B,43.0,Approved
Renter,9.88,7000.0,Personal,3.0,9,27,31200,Very Good,No,0.22,C,119.0,Approved
Renter,7.74,2500.0,Health,2.0,9,32,24000,Excellent,No,0.1,C,112.0,Approved
Renter,15.21,2800.0,Home Improvement,3.0,2,23,13000,Fair,No,0.22,C,28.0,Declined
Renter,19.29,1200.0,Health,2.0,4,22,34560,Poor,No,0.03,C,54.0,Declined
Renter,9.88,6900.0,Health,8.0,2,24,47480,Very Good,No,0.15,C,28.0,Approved
Renter,12.73,5000.0,Health,6.0,18,52,30000,Good,Yes,0.17,C,226.0,Approved
Renter,13.57,18600.0,Business,5.0,7,34,95000,Good,Yes,0.2,C,85.0,Approved
Renter,10.99,12000.0,Study,2.0,2,22,60000,Very Good,No,0.2,C,35.0,Approved
Renter,9.91,2500.0,Business,0.0,4,22,13200,Very Good,,0.19,C,54.0,Declined
Renter,14.96,6000.0,Debt Consolidation,6.0,8,33,44000,Fair,,0.14,C,105.0,Declined
Mortgage,7.88,15000.0,Health,6.0,10,27,91224,Excellent,No,0.16,B,122.0,Approved
Renter,7.51,8000.0,Debt Consolidation,,4,24,48000,Excellent,No,0.17,C,59.0,Approved
Mortgage,16.29,10075.0,Study,3.0,4,22,56000,Fair,Yes,0.18,B,51.0,Approved
Renter,,2900.0,Debt Consolidation,3.0,4,22,31500,Fair,No,0.09,C,54.0,Declined
Renter,14.11,10000.0,Debt Consolidation,7.0,12,44,61000,Fair,Yes,0.16,C,,Declined
Mortgage,10.37,4500.0,Home Improvement,6.0,6,27,86000,Very Good,No,0.05,B,83.0,Approved
Mortgage,11.97,2010040593.7500002,Home Improvement,1.0,8,31,151000,Good,No,0.14,B,,Approved
Mortgage,5.99,10000.0,Personal,0.0,10,28,102000,Excellent,No,0.1,B,127.0,Approved
Mortgage,12.42,13650.0,Study,16.0,10,32,74000,Very Good,No,0.18,B,122.0,Declined
Renter,,10000.0,Study,3.0,2,23,60000,Poor,No,0.17,C,26.0,Approved
Mortgage,11.99,17000.0,Health,3.0,3,22,73000,Very Good,No,0.23,B,43.0,Approved
Renter,11.71,8800.0,Debt Consolidation,3.0,5,27,42000,Very Good,No,0.21,C,,Approved
Owner,15.58,8700.0,Personal,3.0,4,22,60000,Fair,Yes,0.14,A,54.0,Approved
Renter,,10000.0,Business,4.0,10,27,40000,Fair,Yes,0.25,C,123.0,Approved
Renter,11.89,15000.0,Study,8.0,4,26,80004,Very Good,No,0.19,C,50.0,Approved
Mortgage,6.17,10000.0,Personal,5.0,10,29,72000,Excellent,No,0.14,B,126.0,Approved
Mortgage,8.59,11700.0,Study,7.0,3,22,85000,Excellent,,0.14,B,40.0,Approved
Mortgage,15.62,14000.0,Debt Consolidation,6.0,10,28,60675,Fair,Yes,0.23,B,123.0,Declined
Renter,10.99,15000.0,Health,4.0,3,26,40000,Very Good,No,0.38,C,46.0,Declined
Mortgage,12.53,16750.0,Study,3.0,3,23,45000,Good,Yes,0.37,B,,Approved
Mortgage,13.99,26000.0,Health,10.0,3,26,127992,Good,,0.2,B,45.0,Approved
Renter,12.87,8000.0,Personal,5.0,4,25,30000,Good,No,0.27,C,52.0,Approved
Renter,11.49,10000.0,Home Improvement,2.0,14,36,120000,Very Good,No,0.08,C,170.0,Approved
Renter,17.27,8150.0,Debt Consolidation,1.0,3,24,60500,Fair,Yes,0.13,C,41.0,Declined
Mortgage,10.59,1000.0,Debt Consolidation,2.0,2,23,33990,Good,,0.03,B,26.0,Declined
Renter,,3600.0,Health,2.0,6,33,102000,Fair,Yes,0.03,C,75.0,Declined
Renter,6.76,3800.0,Health,1.0,4,23,55000,Excellent,No,0.07,C,57.0,Approved
Mortgage,13.92,8000.0,Debt Consolidation,0.0,5,35,31732,Good,No,0.25,B,68.0,Declined
Mortgage,,4000.0,Business,1.0,7,27,45000,Excellent,No,0.09,B,91.0,Approved
Owner,14.26,11000.0,Personal,5.0,2,22,46976,Good,Yes,0.23,A,25.0,Approved
Renter,11.12,24000.0,Health,7.0,12,36,78708,Very Good,No,0.3,C,155.0,Approved
Mortgage,12.53,6000.0,Health,3.0,2,22,36000,Very Good,No,0.17,B,32.0,Approved
Renter,13.36,20000.0,Home Improvement,0.0,2,26,71004,Fair,,0.28,C,34.0,Declined
Renter,12.18,10000.0,Health,7.0,3,23,30000,Very Good,No,0.33,C,40.0,Declined
Renter,7.88,4500.0,Study,2.0,2,23,38004,Excellent,No,0.12,C,25.0,Approved
Mortgage,17.56,7400.0,Study,3.0,3,21,29004,Poor,No,0.26,B,45.0,Declined
Renter,10.51,3302209546.8750005,Study,3.0,9,28,75000,Very Good,No,0.31,C,115.0,Declined
Renter,6.91,8000.0,Business,3.0,17,42,18000,Excellent,No,0.44,C,215.0,Declined
Renter,12.87,17500.0,Business,1.0,8,29,120000,Good,Yes,0.15,C,105.0,Approved
Mortgage,7.29,7500.0,Study,13.0,6,32,130000,Excellent,No,0.06,B,83.0,Approved
Mortgage,6.03,16000.0,Business,7.0,12,36,110000,Excellent,No,0.15,B,153.0,Approved
Mortgage,5.42,12000.0,Personal,7.0,4,23,68000,Excellent,No,0.18,B,52.0,Approved
Renter,7.9,20000.0,Health,4.0,4,23,80000,Excellent,No,0.25,C,59.0,Approved
Owner,8.9,8000.0,Personal,3.0,8,27,19200,Excellent,,0.42,A,100.0,Declined
Mortgage,15.96,13000.0,Debt Consolidation,0.0,13,46,76800,Good,Yes,0.17,B,165.0,Approved
Owner,16.0,16000.0,Home Improvement,0.0,8,29,60000,Fair,Yes,0.27,A,101.0,Approved
Renter,12.18,4900.0,Study,3.0,15,37,70000,Very Good,No,0.07,C,185.0,Approved
Mortgage,6.92,3000.0,Health,2.0,3,25,45000,Excellent,No,0.07,B,41.0,Approved
Mortgage,,206747032.50000003,Health,0.0,5,27,43500,Very Good,No,0.03,B,65.0,Approved
Mortgage,14.09,25000.0,Health,9.0,2,25,71400,Fair,No,0.3,B,25.0,Declined
Mortgage,11.66,4200.0,Study,7.0,4,23,68500,Good,Yes,0.06,B,53.0,Approved
Owner,,3600.0,Study,1.0,3,22,50000,Excellent,No,0.07,A,37.0,Approved
Renter,,5600.0,Study,7.0,2,23,56880,Very Good,No,0.1,C,,Approved
Renter,8.63,6500.0,Health,13.0,6,35,23000,Excellent,No,0.28,C,77.0,Approved
Renter,13.79,4000.0,Health,2.0,6,32,40000,Good,No,0.1,C,77.0,Approved
Mortgage,10.59,20000.0,Home Improvement,0.0,7,29,108000,Good,Yes,0.19,B,93.0,Approved
Mortgage,16.07,20000.0,Personal,1.0,10,33,48000,Fair,No,0.42,B,121.0,Approved
Renter,15.99,6000.0,Business,4.0,4,21,49000,Fair,No,0.12,C,58.0,Declined
Renter,10.99,11600.0,Health,0.0,2,26,71000,Very Good,No,0.16,C,29.0,Approved
Renter,11.11,20000.0,Debt Consolidation,5.0,13,38,64700,Very Good,No,0.31,C,167.0,Declined
Mortgage,10.75,10000.0,Debt Consolidation,15.0,6,30,70000,Very Good,No,0.14,B,,Approved
Renter,13.92,7500.0,Health,7.0,3,25,44000,Good,,0.17,C,43.0,Declined
Mortgage,,25000.0,Home Improvement,6.0,3,24,70000,Good,No,0.36,B,45.0,Approved
Mortgage,12.73,12000.0,Debt Consolidation,,4,25,54000,Good,,0.22,B,,Declined
Mortgage,11.14,12000.0,Health,5.0,17,38,150000,Very Good,No,0.08,B,207.0,Approved
Mortgage,12.61,9200.0,Home Improvement,2.0,4,25,154000,Good,Yes,0.06,B,58.0,Approved
Renter,13.22,11300.0,Debt Consolidation,8.0,4,26,41892,Good,Yes,0.27,C,55.0,Approved
Renter,13.49,5500.0,Home Improvement,3.0,2,26,51000,Good,,0.11,C,25.0,Declined
Mortgage,15.23,1000.0,Health,5.0,11,45,30000,Good,Yes,0.03,B,140.0,Approved
Mortgage,13.17,7000.0,Business,2.0,4,24,49000,Fair,Yes,0.14,B,,Approved
Renter,9.76,19500.0,Home Improvement,1.0,2,24,90000,Very Good,No,0.22,C,30.0,Approved
Mortgage,9.32,10400.0,Debt Consolidation,1.0,3,26,97700,Excellent,No,0.11,B,45.0,Approved
Mortgage,10.74,25000.0,Study,6.0,3,24,105000,Very Good,No,0.24,B,39.0,Approved
Renter,10.99,4000.0,Personal,7.0,3,23,36000,Very Good,No,0.11,C,44.0,Declined
Mortgage,13.16,17000.0,Study,2.0,4,21,45996,Good,Yes,0.37,B,59.0,Declined
Mortgage,6.03,12250.0,Health,8.0,4,24,56000,Excellent,No,0.22,B,57.0,Approved
Mortgage,7.51,7000.0,Debt Consolidation,5.0,2,26,80000,Excellent,No,0.09,B,25.0,Approved
Mortgage,13.48,6000.0,Business,6.0,2,22,69500,Good,Yes,0.09,B,32.0,Approved
Renter,12.42,3000.0,Personal,7.0,2,23,61200,Very Good,No,0.05,C,25.0,Approved
Mortgage,7.75,5000.0,Business,1.0,5,28,225000,Excellent,No,0.02,B,63.0,Approved
Owner,9.63,11100.0,Study,1.0,3,22,25000,Excellent,No,0.44,A,39.0,Approved
Renter,11.36,15000.0,Health,0.0,3,22,65000,Very Good,No,0.23,C,38.0,Approved
Renter,11.89,6500.0,Business,0.0,6,28,39520,Very Good,,0.16,C,,Approved
Unknown,11.34,20000.0,Personal,1.0,4,24,49000,Good,Yes,0.41,D,49.0,Declined
Mortgage,16.89,17000.0,Health,4.0,8,30,59497,Fair,No,0.24,B,97.0,Declined
Renter,13.35,10000.0,Personal,1.0,4,24,54000,Good,No,0.19,C,57.0,Approved
Mortgage,6.03,15000.0,Personal,2.0,2,21,47760,Excellent,No,0.31,B,26.0,Approved
Owner,5.42,1800.0,Home Improvement,5.0,6,29,27996,Excellent,,0.06,A,79.0,Approved
Mortgage,7.9,18000.0,Personal,7.0,9,27,140000,Excellent,No,0.13,B,110.0,Approved
Mortgage,8.88,15000.0,Personal,5.0,15,43,43000,Very Good,No,0.35,B,191.0,Approved
Renter,15.28,16525.0,Personal,4.0,3,25,98400,Fair,Yes,0.17,C,42.0,Approved
Renter,15.96,12000.0,Debt Consolidation,4.0,7,29,44000,Good,Yes,0.27,C,92.0,Declined
Renter,14.96,6000.0,Personal,6.0,5,33,50000,Fair,Yes,0.12,C,71.0,Approved
Mortgage,13.67,5000.0,Debt Consolidation,4.0,3,26,39000,Fair,No,0.13,B,,Declined
Renter,12.53,15000.0,Home Improvement,5.0,6,28,143000,Good,,0.1,C,73.0,Approved
Renter,10.0,8875.0,Personal,4.0,2,26,24500,Very Good,No,0.36,C,27.0,Declined
Renter,7.9,6000.0,Home Improvement,7.0,10,28,175000,Excellent,No,0.03,C,121.0,Approved
Mortgage,9.51,19000.0,Business,1.0,2,23,69000,Very Good,No,0.28,B,33.0,Approved
Mortgage,9.63,5000.0,Debt Consolidation,2.0,16,43,50000,Very Good,,0.1,B,202.0,Approved
Renter,9.99,32500.0,Home Improvement,6.0,3,24,65000,Very Good,No,0.5,C,39.0,Declined
Renter,16.89,6600.0,Health,0.0,3,22,41838,Fair,No,0.16,C,47.0,Declined
Renter,5.79,6000.0,Home Improvement,1.0,10,29,45000,Excellent,No,0.13,C,122.0,Declined
Mortgage,11.49,10000.0,Study,7.0,2,23,102000,Very Good,No,0.1,B,30.0,Approved
Renter,6.54,2000.0,Health,2.0,10,27,26400,Excellent,No,0.08,C,124.0,Approved
Mortgage,5.42,11000.0,Debt Consolidation,0.0,9,27,55000,Excellent,No,0.2,B,118.0,Approved
Renter,18.64,10000.0,Study,5.0,6,29,57000,Poor,Yes,0.18,C,76.0,Approved
Renter,9.63,10000.0,Study,2.0,4,26,40000,Excellent,No,0.25,C,57.0,Approved
Mortgage,12.69,8000.0,Personal,4.0,7,30,84996,Very Good,No,0.09,B,,Approved
Mortgage,7.88,8400.0,Debt Consolidation,13.0,15,39,70000,Excellent,No,0.12,B,184.0,Approved
Owner,14.65,21000.0,Personal,5.0,5,29,82000,Good,Yes,0.26,A,66.0,Approved
Renter,13.3,3000.0,Debt Consolidation,0.0,2,22,29244,Fair,Yes,0.1,C,29.0,Declined
Renter,7.66,7000.0,Debt Consolidation,0.0,2,22,115200,Excellent,No,0.06,C,29.0,Approved
Mortgage,7.51,11000.0,Debt Consolidation,5.0,5,31,100000,Excellent,,0.11,B,69.0,Approved
Mortgage,7.51,6600.0,Personal,10.0,4,26,95000,Excellent,No,0.07,B,51.0,Approved
Mortgage,21.14,10000.0,Business,2.0,3,26,96000,Extremely Poor,No,0.1,B,39.0,Declined
Mortgage,7.88,10000.0,Health,8.0,2,23,120000,Excellent,No,0.08,B,25.0,Approved
Renter,11.36,6000.0,Personal,2.0,8,32,60000,Very Good,,0.1,C,107.0,Approved
Renter,12.73,9000.0,Debt Consolidation,0.0,4,22,26000,Good,No,0.35,C,51.0,Declined
Renter,12.53,1500.0,Study,2.0,8,29,38004,Good,No,0.04,C,103.0,Declined
Owner,8.49,12500.0,Business,8.0,2,26,47000,Excellent,,0.27,A,33.0,Approved
Mortgage,11.99,10000.0,Health,1.0,2,24,73000,Very Good,No,0.14,B,30.0,Approved
Renter,14.74,1000.0,Home Improvement,0.0,4,22,10000,Fair,No,0.1,C,56.0,Declined
Mortgage,5.79,4000.0,Health,11.0,6,27,59000,Excellent,No,0.07,B,79.0,Approved
Mortgage,7.4,2000.0,Study,11.0,7,31,70000,Excellent,No,0.03,B,94.0,Approved
Unknown,9.32,3500.0,Health,6.0,4,24,48732,Excellent,No,0.07,D,53.0,Approved
Renter,12.68,15000.0,Debt Consolidation,7.0,3,25,72000,Good,,0.21,C,40.0,Approved
Renter,11.71,2400.0,Study,,4,25,15648,Very Good,No,0.15,C,55.0,Approved
Renter,15.31,13750.0,Personal,1.0,15,43,27036,Fair,Yes,0.51,C,188.0,Declined
Renter,7.68,6800.0,Personal,2.0,3,24,38112,Excellent,No,0.18,C,,Approved
Renter,13.49,4800.0,Health,0.0,3,22,21600,Good,No,0.22,C,40.0,Approved
Mortgage,10.62,22000.0,Personal,11.0,7,27,207182,Very Good,No,0.11,B,92.0,Approved
Renter,13.61,4500.0,Business,3.0,8,29,74100,Good,Yes,0.06,C,105.0,Approved
Mortgage,10.74,12000.0,Debt Consolidation,9.0,6,28,83000,Very Good,No,0.14,B,81.0,Approved
Renter,10.59,18000.0,Home Improvement,8.0,10,28,80000,Very Good,No,0.23,C,131.0,Approved
Mortgage,11.36,25000.0,Personal,2.0,9,32,90000,Very Good,No,0.28,B,117.0,Approved
Renter,11.86,5200.0,Health,0.0,3,25,21600,Very Good,No,0.24,C,45.0,Declined
Renter,13.72,5000.0,Health,0.0,8,27,30000,Good,No,0.17,C,104.0,Approved
Renter,9.32,10000.0,Debt Consolidation,3.0,2,25,120000,Excellent,No,0.08,C,29.0,Approved
Renter,,8000.0,Study,3.0,4,25,42000,Excellent,No,0.19,C,58.0,Approved
Mortgage,9.91,3000.0,Home Improvement,13.0,17,43,83000,Very Good,No,0.04,B,209.0,Approved
Renter,13.48,3250.0,Business,2.0,8,31,26400,Good,,0.12,C,102.0,Approved
Mortgage,12.61,4800.0,Business,7.0,3,26,32000,Good,Yes,0.15,B,39.0,Approved
Mortgage,,2500.0,Debt Consolidation,10.0,3,26,56810,Good,Yes,0.04,B,42.0,Approved
Mortgage,16.95,12000.0,Debt Consolidation,11.0,7,28,78000,Poor,Yes,0.15,B,93.0,Declined
Renter,11.48,8000.0,Personal,3.0,17,40,61500,Very Good,No,0.13,C,213.0,Approved
Renter,10.65,2000.0,Study,0.0,9,30,69996,Very Good,No,0.03,C,114.0,Approved
Mortgage,5.99,3000.0,Study,8.0,2,24,87600,Excellent,No,0.03,B,34.0,Approved
Renter,18.79,7200.0,Personal,3.0,3,22,40000,Poor,,0.18,C,45.0,Approved
Mortgage,8.49,6000.0,Study,10.0,15,41,100000,Excellent,No,0.06,B,191.0,Approved
Renter,11.99,223975951.87500003,Study,5.0,4,23,33195,Very Good,No,0.05,C,57.0,Approved
Owner,7.51,9875.0,Business,12.0,14,39,84000,Excellent,No,0.12,A,175.0,Approved
Renter,10.99,3000.0,Personal,11.0,7,27,43000,Very Good,No,0.07,C,89.0,Approved
Mortgage,10.28,3000.0,Personal,2.0,26,67,200000,Good,No,0.01,B,322.0,Approved
Renter,8.94,6000.0,Home Improvement,6.0,4,22,93000,Excellent,No,0.06,C,54.0,Declined
Owner,12.49,12000.0,Study,7.0,4,23,75000,Fair,No,0.16,A,52.0,Approved
Mortgage,11.83,6000.0,Health,3.0,5,27,59000,Very Good,No,0.1,B,69.0,Approved
Renter,,2236888032.1875,Study,3.0,3,23,32004,Good,Yes,0.38,C,44.0,Declined
Renter,9.91,18000.0,Business,5.0,5,27,110000,Very Good,No,0.16,C,,Approved
Owner,,4000.0,Health,2.0,2,22,18000,Good,,0.22,A,35.0,Declined
Renter,11.71,710692924.21875,Personal,0.0,6,29,25000,Very Good,No,0.17,C,,Approved
Renter,,6000.0,Debt Consolidation,0.0,2,26,30000,Fair,Yes,0.2,C,31.0,Declined
Mortgage,12.04,15000.0,Business,2.0,13,38,202000,Good,No,0.07,B,167.0,Approved
Renter,13.06,16000.0,Home Improvement,2.0,2,24,39000,Good,No,0.41,C,30.0,Declined
Mortgage,6.03,813587859.3750001,Debt Consolidation,3.0,3,24,70000,Excellent,No,0.07,B,42.0,Approved
Renter,7.51,3400.0,Health,0.0,4,23,24290,Excellent,No,0.14,C,52.0,Approved
Mortgage,,10000.0,Debt Consolidation,20.0,16,36,150000,Excellent,No,0.07,B,,Approved
Renter,14.3,8550.0,Study,0.0,16,41,73000,Fair,No,0.12,C,198.0,Declined
Mortgage,13.85,15000.0,Debt Consolidation,0.0,8,34,67392,Good,Yes,0.22,B,100.0,Declined
Owner,,2000.0,Personal,2.0,2,22,28800,Excellent,No,0.07,A,32.0,Approved
Mortgage,,25000.0,Study,8.0,2,24,150000,Very Good,No,0.17,B,29.0,Approved
Renter,,11100.0,Debt Consolidation,6.0,9,27,39000,Good,Yes,0.28,C,118.0,Declined
Renter,7.88,10000.0,Debt Consolidation,2.0,6,28,42500,Excellent,No,0.24,C,73.0,Approved
Renter,10.75,14400.0,Business,2.0,7,30,31800,Very Good,No,0.45,C,,Declined
Renter,8.94,9000.0,Health,5.0,3,21,35000,Excellent,No,0.26,C,,Approved
Mortgage,12.98,25000.0,Health,7.0,3,23,149981,Good,,0.17,B,47.0,Approved
Renter,11.36,25000.0,Debt Consolidation,0.0,3,23,90000,Very Good,No,0.28,C,43.0,Approved
Renter,15.27,918875700.0000001,Business,1.0,11,39,116000,Good,No,0.07,C,134.0,Declined
Mortgage,12.42,6000.0,Health,7.0,4,22,39996,Very Good,No,0.15,B,54.0,Approved
Owner,15.65,28000.0,Personal,8.0,5,27,140000,Fair,No,0.2,A,70.0,Approved
Renter,14.27,7500.0,Health,6.0,2,25,60000,Good,Yes,0.13,C,33.0,Approved
Renter,9.76,22000.0,Business,0.0,9,28,80000,Very Good,No,0.28,C,118.0,Approved
Owner,13.57,12000.0,Personal,14.0,10,30,110000,Good,Yes,0.11,A,127.0,Approved
Renter,7.88,10000.0,Personal,12.0,6,28,65004,Excellent,No,0.15,C,76.0,Approved
Mortgage,8.0,6000.0,Study,12.0,7,28,46000,Excellent,No,0.13,B,91.0,Approved
Mortgage,7.49,7000.0,Study,0.0,6,27,51000,Excellent,No,0.14,B,77.0,Approved
Mortgage,6.99,3000.0,Health,6.0,7,27,45600,Excellent,No,0.07,B,86.0,Approved
Mortgage,8.0,5000.0,Home Improvement,4.0,4,24,90000,Excellent,No,0.06,B,58.0,Approved
Renter,7.49,20000.0,Business,15.0,12,48,39915,Excellent,No,0.5,C,152.0,Declined
Mortgage,16.49,10000.0,Health,6.0,6,27,42200,Fair,Yes,0.24,B,74.0,Declined
Renter,,3000.0,Home Improvement,0.0,4,26,17280,Good,No,0.17,C,58.0,Declined
Renter,14.96,6400.0,Business,2.0,7,33,66000,Fair,,0.1,C,93.0,Declined
Renter,12.42,13650.0,Home Improvement,4.0,11,45,66000,Very Good,No,0.21,C,135.0,Approved
Owner,6.03,6000.0,Business,12.0,9,28,50000,Excellent,No,0.12,A,111.0,Approved
Renter,11.11,10000.0,Personal,0.0,10,34,73000,Very Good,No,0.14,C,122.0,Approved
Renter,9.99,10000.0,Personal,3.0,8,28,47200,Very Good,No,0.21,C,100.0,Approved
Mortgage,6.03,6000.0,Debt Consolidation,13.0,5,29,90000,Excellent,No,0.07,B,70.0,Approved
Mortgage,9.99,14000.0,Business,0.0,2,21,110000,Very Good,No,0.13,B,25.0,Approved
Renter,,1750.0,Health,2.0,3,26,22000,Very Good,No,0.08,C,,Approved
Renter,,3000.0,Health,3.0,2,24,50000,Good,No,0.06,C,29.0,Declined
Mortgage,,6000.0,Debt Consolidation,0.0,4,23,14664,Good,No,0.41,B,57.0,Declined
Mortgage,10.0,15000.0,Home Improvement,8.0,2,24,52000,Very Good,No,0.29,B,33.0,Approved
Renter,10.65,9600.0,Business,7.0,7,27,60000,Very Good,No,0.16,C,86.0,Approved
Renter,8.9,12000.0,Personal,2.0,9,30,71000,Excellent,No,0.17,C,114.0,Approved
Renter,12.21,2525.0,Business,3.0,7,34,27000,Very Good,No,0.09,C,86.0,Approved
Renter,15.33,25000.0,Business,9.0,2,25,66000,Fair,Yes,0.38,C,34.0,Declined
Renter,16.77,4400.0,Debt Consolidation,8.0,3,24,49000,Fair,Yes,0.09,C,45.0,Declined
Renter,11.71,3000.0,Business,5.0,17,43,46000,Very Good,No,0.07,C,207.0,Approved
Mortgage,10.62,7000.0,Health,5.0,4,22,43000,Very Good,No,0.16,B,,Approved
Mortgage,6.39,3000.0,Health,1.0,3,24,120000,Excellent,No,0.03,B,40.0,Approved
Renter,15.68,2500.0,Health,2.0,4,23,33500,Poor,Yes,0.07,C,59.0,Declined
Renter,8.9,10000.0,Debt Consolidation,6.0,5,33,24000,Excellent,No,0.42,C,71.0,Declined
Renter,13.16,2000.0,Health,11.0,12,37,26500,Good,No,0.08,C,149.0,Approved
Mortgage,,10000.0,Business,6.0,4,22,50000,Good,,0.2,B,,Approved
Renter,7.49,4500.0,Business,,4,23,18000,Excellent,No,0.25,C,50.0,Declined
Mortgage,15.99,6400.0,Business,6.0,2,22,44000,Fair,Yes,0.15,B,34.0,Declined
Renter,13.35,25000.0,Study,0.0,4,24,79632,Good,No,0.31,C,59.0,Declined
Owner,11.36,2500.0,Business,6.0,9,31,30000,Very Good,No,0.08,A,113.0,Approved
Renter,11.99,6500.0,Debt Consolidation,3.0,8,27,16800,Very Good,No,0.39,C,98.0,Declined
Owner,7.49,20000.0,Business,7.0,6,28,55000,Excellent,No,0.36,A,81.0,Approved
Renter,10.65,5000.0,Debt Consolidation,10.0,7,33,24000,Very Good,No,0.21,C,92.0,Approved
Renter,9.99,1350.0,Business,5.0,2,21,23004,Very Good,No,0.06,C,29.0,Approved
Renter,12.99,4500.0,Personal,6.0,4,23,41000,Good,No,0.11,C,52.0,Approved
Renter,6.76,4500.0,Debt Consolidation,4.0,4,22,55000,Excellent,No,0.08,C,57.0,Approved
Renter,15.99,10800.0,Debt Consolidation,3.0,8,27,48000,Fair,No,0.23,C,106.0,Declined
Mortgage,13.99,11200.0,Business,7.0,2,24,66000,Good,No,0.17,B,29.0,Approved
Owner,11.99,5000.0,Health,6.0,5,29,41000,Very Good,No,0.12,A,66.0,Approved
Mortgage,12.69,6000.0,Health,8.0,9,31,118000,Very Good,No,0.05,B,109.0,Approved
Renter,6.03,10000.0,Study,2.0,4,24,56000,Excellent,No,0.18,C,53.0,Approved
Mortgage,8.94,9200.0,Personal,1.0,11,40,68000,Excellent,No,0.14,B,140.0,Approved
Mortgage,15.58,15000.0,Business,5.0,3,21,48996,Fair,Yes,0.31,B,45.0,Declined
Renter,15.31,18000.0,Home Improvement,9.0,3,26,95000,Fair,No,0.19,C,46.0,Approved
Owner,,12200.0,Business,0.0,2,21,38400,Good,No,0.32,A,33.0,Approved
Renter,,15000.0,Study,5.0,3,21,70000,Good,Yes,0.21,C,,Approved
