residential_status,loan_rate,loan_amount,loan_purpose,loan_approval_status,job_tenure_years,credit_history_length_years,applicant_age,applicant_income,loan_rating,credit_history_default_status,loan_income_ratio,stability_rating,credit_history_length_months
Renter,6.99,19200,Home Improvement,Approved,4.0,8,27,90000,Excellent,No,0.21,C,107
Mortgage,15.27,12000,Personal,Approved,3.0,4,23,60000,Good,Yes,0.2,B,57
Renter,13.22,10000,Debt Consolidation,Approved,3.0,2,23,35000,Good,No,0.29,C,27
Mortgage,7.14,7500,Business,Approved,6.0,3,22,36000,Excellent,No,0.21,B,39
Renter,11.58,13000,Study,Approved,8.0,3,23,69996,Very Good,No,0.19,C,47
Mortgage,5.42,5000,Study,Approved,8.0,2,24,31000,Excellent,No,0.16,B,29
Renter,6.91,12000,Personal,Approved,1.0,2,24,84000,Excellent,No,0.14,C,31
Renter,17.14,9600,Study,Approved,5.0,7,27,78000,Poor,Yes,0.12,C,89
Mortgage,7.68,5400,Debt Consolidation,Approved,11.0,4,26,34515,Excellent,No,0.16,B,50
Renter,11.36,20000,Business,Declined,1.0,2,22,48500,Very Good,No,0.41,C,31
Mortgage,19.13,3000,Business,Approved,0.0,2,23,60000,Very Poor,No,0.05,B,29
Renter,11.71,12000,Debt Consolidation,Declined,6.0,4,22,35000,Very Good,No,0.34,C,59
Mortgage,11.99,3500,Health,Approved,11.0,8,27,64000,Very Good,No,0.05,B,103
Owner,14.79,2000,Business,Approved,0.0,10,33,14400,Good,No,0.14,A,127
Unknown,9.32,3500,Health,Approved,6.0,4,24,48732,Excellent,No,0.07,D,53
Renter,10.62,9500,Health,Approved,9.0,11,39,38604,Very Good,No,0.25,C,137
Mortgage,11.58,8500,Personal,Approved,9.0,2,25,99473,Very Good,No,0.09,B,30
Mortgage,7.9,3200,Personal,Declined,,3,22,42000,Excellent,No,0.08,B,47
Renter,7.9,10625,Personal,Approved,1.0,6,29,35000,Excellent,No,0.3,C,83
Renter,14.79,3200,Debt Consolidation,Approved,0.0,2,25,23040,Good,No,0.14,C,35
Mortgage,12.73,15000,Home Improvement,Approved,1.0,4,26,85000,Good,Yes,0.18,B,56
Mortgage,5.42,10000,Personal,Approved,9.0,2,25,90000,Excellent,No,0.11,B,27
Mortgage,6.62,12000,Business,Approved,9.0,3,26,59500,Excellent,No,0.2,B,40
Renter,13.23,5600,Health,Declined,0.0,4,22,33000,Good,Yes,0.17,C,59
Mortgage,6.62,12000,Home Improvement,Approved,8.0,8,29,92000,Excellent,No,0.13,B,98
Owner,12.69,4500,Home Improvement,Approved,6.0,3,24,78000,Very Good,No,0.06,A,39
Renter,5.99,8000,Business,Approved,9.0,2,25,56000,Excellent,No,0.14,C,35
Renter,8.94,5500,Business,Approved,3.0,3,23,54000,Excellent,No,0.1,C,42
Renter,,6000,Study,Approved,8.0,2,25,49000,Good,Yes,0.12,C,34
Renter,7.9,4000,Personal,Approved,6.0,2,22,45000,Excellent,No,0.09,C,32
Mortgage,10.95,5000,Debt Consolidation,Declined,0.0,10,31,44960,Very Good,No,0.11,B,124
Mortgage,15.96,15000,Business,Approved,1.0,2,20,135000,Good,Yes,0.11,B,28
Mortgage,9.99,5000,Business,Approved,1.0,3,21,51800,Very Good,No,0.1,B,46
Mortgage,14.96,18000,Study,Approved,0.0,3,21,102000,Fair,No,0.18,B,46
Mortgage,10.39,18000,Personal,Approved,10.0,2,26,36000,Very Good,No,0.5,B,25
Mortgage,9.63,7000,Health,Declined,7.0,2,23,73185,Very Good,No,0.08,B,35
Mortgage,,3000,Debt Consolidation,Approved,12.0,7,28,63600,Excellent,No,0.05,B,95
Mortgage,21.14,10000,Business,Declined,2.0,3,26,96000,Extremely Poor,No,0.1,B,39
Mortgage,7.51,10000,Study,Approved,5.0,3,23,39996,Excellent,No,0.25,B,38
Owner,14.74,4000,Debt Consolidation,Approved,0.0,2,22,31193,Fair,Yes,0.13,A,29
Mortgage,7.14,1500,Personal,Approved,2.0,6,28,24000,Excellent,No,0.06,B,76
Mortgage,5.42,4500,Business,Approved,7.0,14,43,48000,Excellent,No,0.09,B,173
Renter,10.37,10000,Health,Approved,7.0,2,22,55000,Very Good,No,0.18,C,26
Mortgage,15.23,8500,Study,Approved,0.0,3,23,65000,Good,Yes,0.13,B,37
Renter,8.94,12000,Business,Approved,13.0,5,29,50000,Excellent,No,0.24,C,71
Renter,11.71,15000,Study,Declined,6.0,3,23,40000,Very Good,No,0.38,C,43
Renter,7.49,5000,Debt Consolidation,Approved,3.0,2,26,32000,Excellent,No,0.16,C,35
Mortgage,,4000,Business,Approved,3.0,17,47,50000,Good,Yes,0.08,B,208
Mortgage,11.97,10150,Study,Approved,0.0,3,23,90096,Good,No,0.11,B,47
Renter,12.53,12000,Health,Approved,7.0,4,24,53000,Good,Yes,0.23,C,57
Renter,13.49,16425,Personal,Declined,1.0,2,24,45000,Good,Yes,0.36,C,30
Renter,16.45,6725,Study,Approved,4.0,11,39,50760,Poor,No,0.13,C,135
Owner,12.62,5000,Personal,Approved,4.0,3,22,50000,Very Good,No,0.1,A,39
Mortgage,13.57,20000,Business,Approved,4.0,9,29,100000,Good,Yes,0.2,B,109
Renter,9.91,10000,Home Improvement,Declined,4.0,4,25,24000,Very Good,No,0.42,C,51
Mortgage,11.99,16000,Study,Approved,6.0,3,22,80000,Very Good,No,0.2,B,43
Mortgage,11.86,10000,Debt Consolidation,Approved,2.0,8,29,74004,Very Good,No,0.14,B,100
Renter,7.9,3000,Debt Consolidation,Declined,0.0,2,21,18000,Excellent,No,0.17,C,35
Renter,7.49,10000,Health,Approved,3.0,6,34,38400,Excellent,No,0.26,C,83
Renter,,18000,Study,Approved,1.0,15,39,73500,Good,Yes,0.24,C,189
Owner,13.98,5000,Health,Declined,,8,28,16800,Good,No,0.3,A,99
Renter,,27000,Business,Declined,0.0,3,24,73399,Fair,No,0.37,C,43
Renter,10.37,4800,Personal,Approved,1.0,10,28,50000,Very Good,No,0.1,C,126
Renter,9.88,10000,Home Improvement,Approved,5.0,7,32,84456,Very Good,No,0.12,C,88
Owner,7.51,12000,Home Improvement,Approved,3.0,5,29,75000,Excellent,No,0.16,A,69
Mortgage,13.72,10000,Home Improvement,Approved,2.0,10,29,80496,Good,No,0.12,B,122
Mortgage,12.86,7500,Debt Consolidation,Declined,15.0,15,43,93000,Fair,Yes,0.08,B,183
Mortgage,5.79,18000,Study,Approved,3.0,4,26,80000,Excellent,No,0.23,B,54
Renter,11.49,4800,Business,Approved,8.0,2,24,30000,Very Good,No,0.16,C,34
Renter,11.49,4000,Health,Approved,16.0,10,32,32004,Very Good,No,0.12,C,130
Mortgage,6.92,2400,Debt Consolidation,Approved,6.0,4,23,81504,Excellent,No,0.03,B,50
Renter,12.53,15000,Personal,Approved,1.0,4,25,86004,Good,Yes,0.17,C,59
Mortgage,11.11,3000,Health,Approved,3.0,6,27,57600,Very Good,No,0.05,B,78
Owner,15.58,8700,Personal,Approved,3.0,4,22,60000,Fair,Yes,0.14,A,54
Owner,7.49,24000,Business,Approved,17.0,6,33,70000,Excellent,No,0.34,A,77
Mortgage,14.27,10400,Business,Approved,4.0,2,25,45000,Good,Yes,0.23,B,25
Mortgage,12.73,10000,Study,Approved,5.0,7,29,48000,Good,Yes,0.21,B,86
Mortgage,5.42,10000,Personal,Approved,12.0,8,28,100000,Excellent,No,0.1,B,97
Mortgage,7.88,11000,Debt Consolidation,Approved,0.0,2,23,42000,Excellent,No,0.26,B,27
Renter,8.9,6000,Debt Consolidation,Approved,3.0,9,31,36000,Excellent,No,0.17,C,110
Renter,10.99,4250,Business,Approved,1.0,2,22,27500,Very Good,No,0.15,C,25
Mortgage,12.42,10000,Health,Approved,15.0,6,31,115000,Very Good,No,0.09,B,82
Owner,9.99,1600,Business,Approved,18.0,17,40,28000,Very Good,No,0.06,A,207
Mortgage,7.49,9600,Debt Consolidation,Approved,7.0,8,34,44460,Excellent,No,0.22,B,99
Renter,7.9,14125,Health,Declined,5.0,2,23,32000,Excellent,No,0.44,C,26
Renter,14.84,7000,Business,Approved,4.0,2,26,63000,Fair,No,0.11,C,25
Renter,6.92,2000,Health,Approved,,4,26,14400,Excellent,No,0.14,C,53
Renter,11.99,16000,Debt Consolidation,Approved,2.0,12,40,70000,Very Good,No,0.23,C,153
Mortgage,10.75,22000,Personal,Approved,3.0,8,33,160000,Very Good,No,0.14,B,107
Renter,6.17,5000,Health,Approved,18.0,14,41,45600,Excellent,No,0.11,C,175
Renter,11.03,7500,Home Improvement,Approved,9.0,8,33,115000,Good,Yes,0.07,C,105
Renter,,5000,Health,Approved,2.0,28,54,20000,Good,No,0.25,C,344
Renter,5.99,10000,Business,Approved,0.0,11,37,33000,Excellent,No,0.3,C,141
Renter,7.88,7000,Study,Approved,2.0,6,33,43000,Excellent,No,0.16,C,77
Renter,,7500,Debt Consolidation,Approved,0.0,6,27,90000,Very Good,No,0.08,C,75
Mortgage,9.99,4000,Personal,Approved,8.0,6,27,53400,Very Good,No,0.07,B,77
Mortgage,12.99,6000,Study,Approved,6.0,2,22,42000,Good,Yes,0.14,B,35
Renter,11.11,6000,Personal,Approved,3.0,6,27,35000,Very Good,No,0.17,C,75
Mortgage,5.42,10000,Debt Consolidation,Approved,4.0,2,22,38400,Excellent,No,0.26,B,29
Mortgage,,15000,Study,Approved,2.0,12,45,75000,Very Good,No,0.2,B,154
Mortgage,12.69,10000,Business,Approved,,4,22,50000,Very Good,No,0.2,B,52
Renter,13.23,4800,Home Improvement,Declined,4.0,9,35,32900,Good,Yes,0.15,C,114
Renter,7.14,7500,Personal,Declined,0.0,3,23,21360,Excellent,No,0.35,C,41
Renter,12.73,5500,Study,Approved,0.0,4,23,40440,Good,No,0.14,C,53
Renter,10.25,4750,Debt Consolidation,Declined,1.0,2,26,14040,Very Good,No,0.34,C,34
Renter,10.65,10000,Health,Approved,1.0,5,29,68000,Very Good,No,0.15,C,62
Mortgage,12.42,25000,Personal,Approved,2.0,10,29,162480,Very Good,No,0.15,B,124
Renter,12.84,4550,Debt Consolidation,Approved,6.0,3,22,29976,Good,No,0.15,C,44
Renter,14.46,18000,Debt Consolidation,Declined,1.0,9,30,168000,Fair,Yes,0.11,C,109
Mortgage,6.62,10000,Debt Consolidation,Approved,5.0,2,26,74000,Excellent,No,0.14,B,31
Renter,11.03,4800,Personal,Approved,3.0,4,22,42996,Good,No,0.11,C,56
Renter,,10000,Health,Approved,3.0,17,48,40000,Excellent,No,0.25,C,209
Renter,10.65,6000,Study,Approved,1.0,8,27,45000,Very Good,No,0.13,C,102
Owner,15.31,9000,Personal,Approved,8.0,2,24,44000,Fair,Yes,0.2,A,28
Renter,6.03,8000,Business,Approved,1.0,2,25,63900,Excellent,No,0.13,C,35
Renter,15.99,3000,Home Improvement,Declined,1.0,2,23,18000,Fair,Yes,0.17,C,25
Owner,8.94,3000,Personal,Approved,2.0,3,24,20000,Excellent,No,0.15,A,47
Mortgage,7.29,5000,Business,Approved,1.0,3,25,60000,Excellent,No,0.08,B,47
Mortgage,6.03,11200,Personal,Approved,16.0,9,32,54000,Excellent,No,0.21,B,111
Renter,9.62,4800,Study,Approved,3.0,3,21,90000,Very Good,No,0.05,C,45
Renter,8.9,6325,Health,Approved,3.0,4,25,25000,Excellent,No,0.25,C,54
Mortgage,11.12,25000,Business,Approved,5.0,9,30,110000,Very Good,No,0.23,B,119
Mortgage,9.62,7000,Study,Approved,4.0,3,26,60000,Very Good,No,0.12,B,39
Mortgage,5.99,10000,Personal,Approved,5.0,5,29,50004,Excellent,No,0.2,B,70
Mortgage,9.91,10000,Study,Approved,0.0,8,33,38400,Very Good,No,0.26,B,102
Mortgage,11.36,25000,Debt Consolidation,Approved,7.0,4,22,63800,Very Good,No,0.39,B,49
Mortgage,10.99,20000,Personal,Declined,0.0,3,24,86000,Very Good,No,0.23,B,41
Mortgage,7.49,12800,Personal,Declined,6.0,4,25,50000,Excellent,No,0.26,B,50
Renter,14.65,9000,Debt Consolidation,Approved,1.0,8,35,38000,Good,Yes,0.24,C,105
Mortgage,,6000,Debt Consolidation,Approved,6.0,2,22,82000,Good,No,0.07,B,29
Mortgage,,1500,Study,Approved,5.0,7,30,56000,Very Good,No,0.03,B,93
Renter,9.99,6000,Business,Approved,3.0,9,28,43150,Very Good,No,0.14,C,119
Owner,11.83,3075,Home Improvement,Approved,4.0,5,31,25000,Very Good,No,0.12,A,68
Owner,14.26,11000,Business,Approved,10.0,10,32,307000,Good,Yes,0.04,A,124
Mortgage,11.86,18000,Business,Approved,8.0,4,24,72000,Very Good,No,0.25,B,54
Mortgage,12.72,17525,Home Improvement,Approved,14.0,7,30,151800,Good,Yes,0.12,B,88
Renter,10.99,4350,Health,Approved,0.0,15,46,50000,Very Good,No,0.09,C,185
Renter,11.12,10800,Personal,Declined,2.0,3,26,33996,Very Good,No,0.32,C,42
Renter,13.99,3500,Study,Approved,0.0,3,21,110000,Good,Yes,0.03,C,45
Renter,10.25,1000,Personal,Declined,6.0,3,22,28000,Very Good,No,0.04,C,43
Renter,14.18,16000,Business,Declined,7.0,8,32,51648,Poor,No,0.31,C,103
Mortgage,8.9,30000,Study,Approved,9.0,15,39,150000,Excellent,No,0.2,B,185
Renter,9.88,6900,Health,Approved,8.0,2,24,47480,Very Good,No,0.15,C,28
Mortgage,5.79,18000,Debt Consolidation,Approved,6.0,2,22,75000,Excellent,No,0.24,B,29
Renter,6.03,5000,Study,Approved,3.0,6,28,54590,Excellent,No,0.09,C,77
Mortgage,6.39,3000,Health,Approved,1.0,3,24,120000,Excellent,No,0.03,B,40
Mortgage,14.27,6000,Health,Approved,2.0,6,32,62217,Good,Yes,0.1,B,78
Mortgage,20.16,25000,Home Improvement,Declined,7.0,4,25,102000,Extremely Poor,Yes,0.25,B,49
Mortgage,6.17,1800,Debt Consolidation,Approved,2.0,4,22,36000,Excellent,No,0.05,B,51
Owner,10.51,4200,Study,Approved,7.0,4,23,57000,Very Good,No,0.07,A,53
Mortgage,13.06,5000,Home Improvement,Approved,11.0,5,28,120000,Good,No,0.04,B,69
Mortgage,6.92,3000,Health,Approved,2.0,3,25,45000,Excellent,No,0.07,B,41
Owner,7.51,10000,Business,Approved,5.0,12,38,43000,Excellent,No,0.23,A,145
Mortgage,14.22,16000,Home Improvement,Declined,2.0,4,24,39000,Good,No,0.41,B,52
Owner,5.42,6000,Health,Approved,12.0,9,28,47820,Excellent,No,0.13,A,117
Renter,12.53,13200,Debt Consolidation,Approved,2.0,4,25,46596,Very Good,No,0.28,C,50
Renter,,11000,Health,Approved,1.0,2,22,50000,Excellent,No,0.22,C,26
Renter,11.12,8000,Debt Consolidation,Approved,3.0,13,36,62000,Very Good,No,0.13,C,167
Renter,7.51,3000,Health,Approved,41.0,25,78,48000,Excellent,No,0.06,C,302
Mortgage,13.11,25000,Health,Approved,8.0,3,24,89000,Good,Yes,0.28,B,46
Mortgage,9.99,10000,Health,Approved,7.0,2,23,125000,Very Good,No,0.08,B,26
Renter,12.87,10000,Debt Consolidation,Approved,0.0,4,23,62400,Good,Yes,0.16,C,57
Renter,9.99,32500,Home Improvement,Declined,6.0,3,24,65000,Very Good,No,0.5,C,39
Renter,9.32,3000,Business,Approved,4.0,6,28,24000,Excellent,No,0.13,C,77
Mortgage,8.32,3000,Business,Approved,6.0,3,22,26796,Excellent,No,0.11,B,38
Renter,7.51,4975,Debt Consolidation,Declined,3.0,2,22,34000,Excellent,No,0.15,C,27
Owner,10.08,1000,Health,Approved,6.0,4,24,38000,Very Good,No,0.03,A,56
Mortgage,15.37,25000,Study,Approved,4.0,7,29,450000,Fair,No,0.06,B,85
Renter,7.88,18550,Debt Consolidation,Approved,3.0,12,37,103000,Excellent,No,0.18,C,155
Mortgage,13.11,14000,Study,Approved,10.0,2,26,100000,Good,Yes,0.14,B,32
Renter,11.12,1800,Study,Approved,6.0,4,22,71004,Very Good,No,0.03,C,59
Mortgage,5.79,8000,Health,Approved,1.0,4,22,61000,Excellent,No,0.13,B,55
Mortgage,,10000,Study,Approved,4.0,4,23,60000,Excellent,No,0.17,B,57
Mortgage,,20000,Home Improvement,Approved,0.0,2,25,120000,Poor,No,0.17,B,33
Renter,10.59,12000,Personal,Approved,3.0,10,30,42886,Very Good,No,0.28,C,130
Renter,8.94,10000,Health,Approved,5.0,7,29,64500,Excellent,No,0.16,C,93
Mortgage,16.32,10000,Health,Declined,5.0,2,23,67150,Fair,No,0.13,B,29
Renter,12.21,8000,Health,Approved,1.0,6,27,35000,Very Good,No,0.23,C,82
Mortgage,10.99,12000,Health,Approved,12.0,12,49,120000,Very Good,No,0.1,B,155
Renter,11.99,10000,Personal,Declined,5.0,3,21,30000,Very Good,No,0.33,C,44
Renter,6.76,5000,Health,Approved,8.0,8,29,27000,Excellent,No,0.19,C,107
Renter,13.43,4000,Business,Approved,0.0,14,41,42000,Good,No,0.1,C,174
Mortgage,7.51,9000,Personal,Approved,3.0,3,22,54000,Excellent,No,0.17,B,39
Renter,,10000,Home Improvement,Approved,2.0,14,36,64583,Excellent,No,0.15,C,175
Renter,10.99,4000,Health,Approved,8.0,2,23,55000,Very Good,No,0.07,C,35
Mortgage,14.11,13000,Debt Consolidation,Declined,3.0,14,36,60000,Fair,Yes,0.22,B,175
Renter,7.49,20000,Health,Approved,0.0,2,23,85000,Excellent,No,0.24,C,34
Renter,11.48,15000,Health,Declined,1.0,4,23,56525,Very Good,No,0.23,C,51
Renter,14.26,7000,Home Improvement,Declined,0.0,4,23,32000,Good,No,0.22,C,53
Mortgage,10.99,12000,Debt Consolidation,Approved,12.0,8,28,100000,Very Good,No,0.12,B,103
Mortgage,14.27,15000,Business,Approved,6.0,6,29,192000,Good,Yes,0.08,B,82
Renter,13.11,5000,Business,Approved,2.0,3,23,28800,Good,No,0.17,C,47
Renter,,4000,Home Improvement,Approved,7.0,7,29,100000,Very Good,No,0.04,C,88
Renter,6.17,10000,Personal,Approved,4.0,3,22,50000,Excellent,No,0.2,C,41
Mortgage,6.03,5000,Home Improvement,Approved,8.0,3,24,72000,Excellent,No,0.07,B,44
Mortgage,7.88,12000,Study,Approved,7.0,4,23,119496,Excellent,No,0.1,B,50
Renter,,6075,Personal,Approved,0.0,5,29,23850,Very Good,No,0.25,C,68
Renter,14.84,10000,Home Improvement,Declined,1.0,14,42,25320,Fair,Yes,0.39,C,177
Mortgage,12.73,15000,Debt Consolidation,Approved,6.0,5,30,51000,Good,Yes,0.29,B,68
Mortgage,13.06,2275,Health,Approved,3.0,3,23,16000,Good,Yes,0.14,B,44
Owner,,8000,Study,Approved,1.0,17,47,30000,Good,No,0.27,A,212
Renter,,6000,Health,Approved,9.0,4,25,36000,Very Good,No,0.17,C,59
Mortgage,14.74,4000,Debt Consolidation,Declined,13.0,9,29,26004,Fair,Yes,0.15,B,115
Renter,,8500,Home Improvement,Declined,2.0,3,23,18000,Good,Yes,0.47,C,42
Renter,6.03,10000,Study,Approved,2.0,4,24,56000,Excellent,No,0.18,C,53
Mortgage,12.84,25000,Study,Approved,2.0,8,30,85000,Good,Yes,0.29,B,100
Mortgage,5.99,12100,Study,Approved,5.0,6,32,105000,Excellent,No,0.12,B,82
Renter,13.85,7000,Personal,Approved,2.0,3,22,25000,Good,Yes,0.28,C,46
Renter,8.9,3000,Study,Declined,5.0,4,21,12000,Excellent,No,0.25,C,57
Renter,14.35,4000,Health,Approved,0.0,2,25,23920,Good,No,0.17,C,32
Mortgage,7.4,4000,Personal,Approved,7.0,3,26,52700,Excellent,No,0.08,B,40
Renter,10.2,10000,Study,Approved,5.0,2,23,91000,Very Good,No,0.11,C,28
Renter,18.39,2400,Study,Approved,7.0,13,36,38568,Poor,Yes,0.06,C,160
Renter,12.42,25000,Health,Approved,2.0,10,30,225000,Very Good,No,0.11,C,129
Owner,14.42,5600,Study,Approved,2.0,3,24,32500,Fair,No,0.17,A,37
Mortgage,6.62,5000,Personal,Approved,5.0,6,27,55000,Excellent,No,0.09,B,79
Mortgage,11.89,12000,Health,Approved,11.0,3,26,56000,Very Good,No,0.21,B,47
Renter,11.14,7500,Debt Consolidation,Approved,9.0,7,34,57000,Very Good,No,0.13,C,87
Mortgage,5.99,12000,Home Improvement,Approved,5.0,2,24,75000,Excellent,No,0.16,B,32
Mortgage,6.99,2325,Study,Approved,4.0,17,37,50000,Excellent,No,0.05,B,205
Renter,9.63,9500,Business,Approved,5.0,4,24,55000,Excellent,No,0.17,C,55
Mortgage,,2500,Health,Declined,8.0,2,24,49200,Poor,No,0.05,B,34
Mortgage,10.65,2000,Study,Approved,5.0,2,22,16800,Very Good,No,0.12,B,26
Mortgage,11.11,20000,Debt Consolidation,Approved,4.0,6,30,83000,Very Good,No,0.24,B,80
Renter,11.49,5000,Business,Approved,2.0,11,37,27036,Very Good,No,0.18,C,140
Renter,14.27,8000,Study,Approved,3.0,3,26,90000,Good,No,0.09,C,41
Mortgage,12.99,2500,Debt Consolidation,Approved,4.0,10,27,96000,Good,Yes,0.03,B,131
Mortgage,7.29,7000,Home Improvement,Approved,18.0,17,45,140000,Excellent,No,0.05,B,205
Mortgage,7.51,3500,Study,Approved,6.0,2,21,42000,Excellent,No,0.08,B,31
Owner,5.99,5000,Home Improvement,Approved,3.0,10,30,50000,Excellent,No,0.1,A,124
Renter,8.59,10000,Home Improvement,Approved,0.0,6,31,80000,Excellent,No,0.13,C,80
Renter,10.25,4000,Business,Declined,0.0,3,22,19200,Very Good,No,0.21,C,47
Renter,17.49,6000,Study,Declined,8.0,7,29,47000,Fair,No,0.13,C,95
Unknown,9.63,4500,Debt Consolidation,Approved,2.0,8,27,63000,Excellent,No,0.07,D,101
Renter,13.16,12000,Business,Approved,2.0,4,23,85000,Good,Yes,0.14,C,51
Owner,9.25,25000,Personal,Approved,10.0,2,26,190000,Very Good,No,0.13,A,30
Renter,5.42,6475,Health,Approved,0.0,6,35,30000,Excellent,No,0.22,C,75
Mortgage,9.99,15000,Study,Approved,12.0,10,28,65000,Very Good,No,0.23,B,126
Renter,7.88,16500,Debt Consolidation,Approved,10.0,7,27,68000,Excellent,No,0.24,C,95
Mortgage,12.42,5600,Business,Approved,1.0,10,29,60000,Very Good,No,0.09,B,127
Mortgage,5.79,3000,Debt Consolidation,Approved,1.0,2,26,71040,Excellent,No,0.04,B,32
Renter,15.62,5000,Home Improvement,Declined,1.0,4,24,50000,Fair,No,0.1,C,55
Renter,6.92,4000,Health,Approved,6.0,4,25,50000,Excellent,No,0.08,C,49
Renter,15.21,2800,Business,Declined,7.0,2,23,74000,Fair,Yes,0.04,C,35
Owner,11.12,5100,Health,Approved,,4,24,33996,Very Good,No,0.15,A,56
Owner,13.61,3000,Personal,Approved,2.0,2,22,24000,Good,No,0.13,A,35
Mortgage,,6000,Debt Consolidation,Approved,0.0,2,26,120000,Excellent,No,0.05,B,32
Renter,14.96,24150,Home Improvement,Declined,1.0,3,22,108000,Fair,Yes,0.22,C,45
Owner,5.79,8500,Health,Approved,7.0,4,23,90000,Excellent,No,0.09,A,50
Renter,11.99,10500,Health,Approved,6.0,8,33,38400,Very Good,No,0.27,C,105
Mortgage,10.08,12000,Personal,Approved,2.0,7,35,130000,Very Good,No,0.09,B,86
Mortgage,10.25,10000,Debt Consolidation,Approved,2.0,12,36,61000,Very Good,No,0.16,B,152
Mortgage,10.0,5000,Debt Consolidation,Approved,4.0,4,24,50000,Very Good,No,0.1,B,57
Owner,,3600,Study,Approved,1.0,3,22,50000,Excellent,No,0.07,A,37
Mortgage,7.49,15000,Personal,Approved,8.0,3,24,105804,Excellent,No,0.14,B,45
Mortgage,6.62,9400,Study,Approved,7.0,3,23,98280,Excellent,No,0.1,B,47
Mortgage,14.42,15000,Business,Approved,0.0,7,35,45996,Fair,Yes,0.33,B,92
Renter,16.29,9000,Business,Approved,5.0,13,38,45600,Fair,Yes,0.2,C,166
Mortgage,15.62,3750,Debt Consolidation,Declined,14.0,10,33,468000,Fair,Yes,0.01,B,127
Renter,7.88,6000,Personal,Approved,9.0,9,27,21600,Excellent,No,0.28,C,118
Renter,7.29,2000,Health,Approved,0.0,8,30,44000,Excellent,No,0.05,C,103
Renter,15.23,4000,Debt Consolidation,Approved,8.0,8,28,27600,Good,No,0.14,C,97
Renter,7.74,2000,Home Improvement,Approved,1.0,6,27,51000,Excellent,No,0.04,C,79
Mortgage,,8000,Health,Approved,6.0,9,32,66996,Excellent,No,0.12,B,118
Mortgage,8.94,17500,Business,Approved,13.0,9,29,130000,Excellent,No,0.13,B,115
Mortgage,5.42,14000,Business,Approved,6.0,3,25,70000,Excellent,No,0.2,B,39
Renter,6.92,10500,Business,Approved,1.0,3,24,85000,Excellent,No,0.12,C,40
Owner,7.29,4400,Health,Approved,9.0,2,25,41520,Excellent,No,0.11,A,25
Renter,11.11,2400,Business,Approved,0.0,6,29,69996,Very Good,No,0.03,C,79
Mortgage,9.32,6950,Business,Approved,6.0,4,22,30000,Excellent,No,0.23,B,53
Mortgage,7.9,16000,Debt Consolidation,Approved,7.0,3,26,60000,Excellent,No,0.27,B,41
Mortgage,13.57,6000,Debt Consolidation,Approved,0.0,2,24,30000,Good,No,0.2,B,32
Renter,15.58,10000,Study,Declined,3.0,3,23,59000,Fair,No,0.17,C,44
Mortgage,8.49,15000,Business,Approved,9.0,3,25,60000,Excellent,No,0.25,B,39
Mortgage,7.51,9600,Health,Approved,4.0,10,28,60000,Excellent,No,0.16,B,128
Renter,11.34,16000,Study,Approved,5.0,8,31,85000,Good,Yes,0.19,C,100
Mortgage,15.96,24000,Business,Declined,8.0,4,24,78000,Good,No,0.31,B,53
Mortgage,15.31,7750,Health,Declined,0.0,14,43,98600,Fair,Yes,0.07,B,173
Renter,11.71,4000,Business,Approved,,4,23,25000,Very Good,No,0.16,C,50
Mortgage,,4325,Health,Approved,10.0,4,26,45000,Very Good,No,0.1,B,59
Mortgage,10.65,10000,Study,Approved,14.0,6,29,90000,Very Good,No,0.11,B,75
Renter,,23975,Home Improvement,Declined,8.0,2,24,43896,Very Good,No,0.55,C,29
Mortgage,6.54,14500,Health,Approved,3.0,10,35,90000,Excellent,No,0.16,B,124
Mortgage,5.42,9000,Home Improvement,Approved,15.0,9,31,82000,Excellent,No,0.11,B,111
Mortgage,8.9,15000,Health,Declined,7.0,4,23,70550,Excellent,No,0.18,B,55
Mortgage,11.12,2000,Business,Approved,3.0,2,25,30720,Very Good,No,0.07,B,32
Mortgage,13.92,21125,Business,Approved,11.0,5,27,87000,Good,No,0.24,B,62
Mortgage,12.61,5000,Debt Consolidation,Approved,5.0,2,22,45000,Good,Yes,0.11,B,27
Mortgage,16.7,25000,Business,Approved,14.0,6,34,150000,Poor,Yes,0.17,B,79
Renter,10.65,10000,Study,Approved,4.0,3,22,45000,Very Good,No,0.22,C,47
Mortgage,7.14,10000,Business,Approved,1.0,2,22,107000,Excellent,No,0.09,B,26
Mortgage,11.11,9000,Business,Approved,2.0,4,25,89796,Very Good,No,0.1,B,58
Mortgage,14.83,25000,Personal,Declined,1.0,4,21,88000,Fair,No,0.28,B,57
Mortgage,15.65,20000,Study,Approved,1.0,2,25,115000,Fair,Yes,0.17,B,30
Owner,13.16,4500,Study,Declined,9.0,4,25,12000,Good,Yes,0.38,A,51
Mortgage,7.88,4000,Study,Approved,0.0,2,24,148000,Excellent,No,0.03,B,32
